"","date","m1","m3","p","rs","rff","rl","y","u"
"1960-01-01",1960-01-01,143.3,298.2,12.3915162203555,4.35,3.99,4.72,24.8958,5.2
"1960-02-01",1960-02-01,139.8,298.5,12.4083926469409,3.96,3.97,4.49,24.6743,4.8
"1960-03-01",1960-03-01,138.5,299.4,12.4083926469409,3.31,3.84,4.25,24.4528,5.4
"1960-04-01",1960-04-01,139.7,300.1,12.4632410333436,3.23,3.92,4.28,24.2589,5.2
"1960-05-01",1960-05-01,137.6,300.9,12.4758983532827,3.29,3.85,4.35,24.2312,5.1
"1960-06-01",1960-06-01,137.9,302.3,12.4927747798681,2.46,3.32,4.15,23.9266,5.4
"1960-07-01",1960-07-01,138.9,304.1,12.46746013999,2.3,3.23,3.9,23.8435,5.5
"1960-08-01",1960-08-01,139.4,306.9,12.4927747798681,2.3,2.98,3.8,23.8158,5.6
"1960-09-01",1960-09-01,140.5,308.4,12.4927747798681,2.48,2.6,3.8,23.5666,5.5
"1960-10-01",1960-10-01,141.2,309.5,12.5518422729171,2.3,2.47,3.89,23.5389,6.1
"1960-11-01",1960-11-01,142.3,310.9,12.5644995928562,2.37,2.44,3.93,23.2066,6.1
"1960-12-01",1960-12-01,144.5,312.4,12.5771569127953,2.25,1.98,3.84,22.7635,6.6
"1961-01-01",1961-01-01,144.5,314.1,12.5898142327344,2.24,1.45,3.84,22.7912,6.6
"1961-02-01",1961-02-01,141.6,316.5,12.5898142327344,2.42,2.54,3.78,22.7635,6.9
"1961-03-01",1961-03-01,140.6,318.3,12.5898142327344,2.39,2.02,3.74,22.902,6.9
"1961-04-01",1961-04-01,142.4,319.9,12.5771569127953,2.29,1.49,3.78,23.3727,7
"1961-05-01",1961-05-01,140.6,322.2,12.5898142327344,2.29,1.98,3.71,23.7327,7.1
"1961-06-01",1961-06-01,141.2,324.3,12.5898142327344,2.33,1.73,3.88,24.065,6.9
"1961-07-01",1961-07-01,141.5,325.6,12.6235670859052,2.24,1.17,3.92,24.342,7
"1961-08-01",1961-08-01,141.4,327.6,12.6320052991979,2.39,2,4.04,24.5635,6.6
"1961-09-01",1961-09-01,143.1,329.5,12.6488817257834,2.28,1.88,3.98,24.5358,6.7
"1961-10-01",1961-10-01,144.4,331.1,12.6488817257834,2.3,2.26,3.92,25.0066,6.5
"1961-11-01",1961-11-01,146.3,333.4,12.6488817257834,2.48,2.61,3.94,25.3943,6.1
"1961-12-01",1961-12-01,149.2,335.5,12.6615390457225,2.6,2.33,4.06,25.6158,6
"1962-01-01",1962-01-01,148.9,337.5,12.6741963656615,2.72,2.15,4.08,25.3943,5.8
"1962-02-01",1962-02-01,145.6,340.1,12.703730112186,2.73,2.37,4.04,25.8097,5.5
"1962-03-01",1962-03-01,144.6,343.1,12.7290447520642,2.72,2.85,3.93,25.9482,5.6
"1962-04-01",1962-04-01,146.7,345.5,12.7459211786496,2.73,2.78,3.84,26.0035,5.6
"1962-05-01",1962-05-01,144.5,347.5,12.7585784985887,2.69,2.36,3.87,25.9758,5.5
"1962-06-01",1962-06-01,144.8,349.3,12.7459211786496,2.73,2.68,3.91,25.9205,5.5
"1962-07-01",1962-07-01,145,350.8,12.750140285296,2.92,2.71,4.01,26.1697,5.4
"1962-08-01",1962-08-01,144.4,352.8,12.7754549251741,2.82,2.93,3.98,26.1974,5.7
"1962-09-01",1962-09-01,145.5,354.9,12.8345224182232,2.78,2.9,3.98,26.3635,5.6
"1962-10-01",1962-10-01,147,357.2,12.8176459916377,2.74,2.9,3.93,26.3912,5.4
"1962-11-01",1962-11-01,148.8,359.8,12.8176459916377,2.83,2.94,3.92,26.502,5.7
"1962-12-01",1962-12-01,151.9,362.7,12.8176459916377,2.87,2.93,3.86,26.502,5.5
"1963-01-01",1963-01-01,152.1,365.2,12.8429606315159,2.91,2.92,3.83,26.6958,5.7
"1963-02-01",1963-02-01,148.7,367.9,12.8598370581013,2.92,3,3.92,27.0005,5.9
"1963-03-01",1963-03-01,147.8,370.7,12.8724943780404,2.89,2.98,3.93,27.1666,5.7
"1963-04-01",1963-04-01,150,373.3,12.8598370581013,2.9,2.9,3.97,27.4159,5.7
"1963-05-01",1963-05-01,147.9,376.1,12.8724943780404,2.93,3,3.93,27.7482,5.9
"1963-06-01",1963-06-01,148.7,378.4,12.914685444504,2.99,2.99,3.99,27.8313,5.6
"1963-07-01",1963-07-01,149.9,381.1,12.9484382976748,3.18,3.02,4.02,27.7205,5.6
"1963-08-01",1963-08-01,149.5,383.6,12.973752937553,3.32,3.49,4,27.7759,5.4
"1963-09-01",1963-09-01,151,386,12.9610956176139,3.38,3.48,4.08,28.0528,5.5
"1963-10-01",1963-10-01,152.8,388.3,12.973752937553,3.45,3.5,4.11,28.2466,5.5
"1963-11-01",1963-11-01,155.2,391.5,12.9864102574921,3.52,3.48,4.12,28.3851,5.7
"1963-12-01",1963-12-01,157.5,393.2,13.0286013239557,3.52,3.38,4.13,28.3297,5.5
"1964-01-01",1964-01-01,157.9,395.2,13.0539159638338,3.52,3.48,4.17,28.579,5.6
"1964-02-01",1964-02-01,153.9,397.6,13.0412586438947,3.53,3.48,4.15,28.7728,5.4
"1964-03-01",1964-03-01,153.1,399.8,13.0539159638338,3.54,3.43,4.22,28.7728,5.4
"1964-04-01",1964-04-01,155.2,401.7,13.0581350704802,3.47,3.47,4.23,29.2436,5.3
"1964-05-01",1964-05-01,152.7,404.2,13.0707923904193,3.48,3.5,4.2,29.4098,5.1
"1964-06-01",1964-06-01,153.9,407.1,13.0834497103583,3.48,3.5,4.17,29.4928,5.2
"1964-07-01",1964-07-01,155.5,410.1,13.0876688170047,3.46,3.42,4.19,29.6867,4.9
"1964-08-01",1964-08-01,155.5,413.4,13.1003261369438,3.5,3.5,4.19,29.8805,5
"1964-09-01",1964-09-01,157.8,416.9,13.1129834568828,3.53,3.45,4.2,29.9913,5.1
"1964-10-01",1964-10-01,159.7,419.1,13.1298598834683,3.57,3.36,4.19,29.5759,5.1
"1964-11-01",1964-11-01,161.6,422,13.1678318432855,3.64,3.52,4.15,30.4898,4.8
"1964-12-01",1964-12-01,164.9,424.7,13.1847082698709,3.84,3.85,4.18,30.8498,5
"1965-01-01",1965-01-01,165.3,427.5,13.19736558981,3.81,3.9,4.19,31.1821,4.9
"1965-02-01",1965-02-01,160.3,430.4,13.19736558981,3.93,3.98,4.21,31.376,5.1
"1965-03-01",1965-03-01,159.9,433.2,13.2100229097491,3.93,4.04,4.21,31.7913,4.7
"1965-04-01",1965-04-01,162.6,435.4,13.2395566562736,3.93,4.09,4.2,31.9298,4.8
"1965-05-01",1965-05-01,158.7,437.1,13.2817477227372,3.89,4.1,4.21,32.179,4.6
"1965-06-01",1965-06-01,160.5,440.1,13.3365961091398,3.8,4.04,4.21,32.4283,4.6
"1965-07-01",1965-07-01,161.8,442.9,13.3239387892008,3.84,4.09,4.2,32.7329,4.4
"1965-08-01",1965-08-01,161.2,445.8,13.3112814692617,3.84,4.12,4.25,32.8713,4.4
"1965-09-01",1965-09-01,163.9,449.5,13.3408152157862,3.92,4.01,4.29,32.9544,4.3
"1965-10-01",1965-10-01,166.5,452.6,13.3534725357253,4.03,4.08,4.35,33.2868,4.2
"1965-11-01",1965-11-01,168.2,455.7,13.3956636021889,4.09,4.1,4.45,33.4252,4.1
"1965-12-01",1965-12-01,172.6,459.2,13.4378546686525,4.38,4.32,4.62,33.8406,4
"1966-01-01",1966-01-01,173.8,462,13.4505119885915,4.59,4.42,4.61,34.1729,4
"1966-02-01",1966-02-01,168.6,464.6,13.5348941215187,4.65,4.6,4.83,34.3945,3.8
"1966-03-01",1966-03-01,168.7,467.2,13.5770851879823,4.59,4.65,4.87,34.8652,3.8
"1966-04-01",1966-04-01,172.4,469.3,13.6192762544459,4.62,4.67,4.75,34.9206,3.8
"1966-05-01",1966-05-01,168,470.1,13.6488100009704,4.64,4.9,4.78,35.2529,3.9
"1966-06-01",1966-06-01,170,471.2,13.6614673209095,4.5,5.17,4.81,35.4191,3.8
"1966-07-01",1966-07-01,169.2,470.9,13.691001067434,4.8,5.3,5.02,35.6129,3.8
"1966-08-01",1966-08-01,168.3,472.6,13.7753832003612,4.96,5.53,5.22,35.6406,3.8
"1966-09-01",1966-09-01,171.1,475.4,13.8175742668247,5.37,5.4,5.18,35.9729,3.7
"1966-10-01",1966-10-01,171.6,475.7,13.8597653332883,5.35,5.53,5.01,36.2221,3.7
"1966-11-01",1966-11-01,172.9,477.3,13.8724226532274,5.32,5.76,5.16,35.9729,3.6
"1966-12-01",1966-12-01,176.9,480.2,13.8892990798128,4.96,5.4,4.84,36.056,3.8
"1967-01-01",1967-01-01,176.6,481.6,13.8808608665201,4.72,4.94,4.58,36.2261,3.9
"1967-02-01",1967-02-01,171.6,485.1,13.9230519329837,4.56,5,4.63,35.8152,3.8
"1967-03-01",1967-03-01,172.9,489.7,13.9230519329837,4.26,4.53,4.54,35.6133,3.8
"1967-04-01",1967-04-01,174.7,492.1,13.9652429994473,3.84,4.05,4.59,35.9492,3.8
"1967-05-01",1967-05-01,172.3,497.2,13.9652429994473,3.6,3.94,4.85,35.6356,3.8
"1967-06-01",1967-06-01,175.6,502,14.0496251323745,3.54,3.98,5.02,35.6311,3.9
"1967-07-01",1967-07-01,177.2,506.3,14.0918161988381,4.21,3.79,5.16,35.55,3.8
"1967-08-01",1967-08-01,177.2,510.8,14.1340072653016,4.27,3.9,5.28,36.2311,3.8
"1967-09-01",1967-09-01,179.8,514.7,14.1761983317652,4.42,3.99,5.3,36.1723,3.8
"1967-10-01",1967-10-01,181.9,518.2,14.2183893982288,4.56,3.88,5.48,36.4669,4
"1967-11-01",1967-11-01,183.8,521.2,14.302771531156,4.73,4.13,5.75,36.9884,3.9
"1967-12-01",1967-12-01,188.4,524.8,14.3449625976196,4.97,4.51,5.7,37.3868,3.8
"1968-01-01",1968-01-01,189.2,527.4,14.3871536640832,5,4.6,5.53,37.3465,3.7
"1968-02-01",1968-02-01,183,530.4,14.4293447305468,4.98,4.71,5.56,37.4804,3.8
"1968-03-01",1968-03-01,183.5,533.2,14.4715357970103,5.17,5.05,5.74,37.5974,3.7
"1968-04-01",1968-04-01,187.3,535.7,14.5137268634739,5.38,5.76,5.64,37.6518,3.5
"1968-05-01",1968-05-01,184.6,538.9,14.5559179299375,5.66,6.11,5.87,38.0741,3.5
"1968-06-01",1968-06-01,188.2,542.6,14.6403000628647,5.52,6.07,5.72,38.214,3.7
"1968-07-01",1968-07-01,189.8,545.6,14.7246821957919,5.31,6.02,5.5,38.1554,3.7
"1968-08-01",1968-08-01,189.5,549.4,14.7668732622554,5.09,6.03,5.42,38.2619,3.5
"1968-09-01",1968-09-01,191.9,553.6,14.809064328719,5.19,5.78,5.46,38.4068,3.4
"1968-10-01",1968-10-01,194.2,557.6,14.8934464616462,5.35,5.91,5.58,38.483,3.4
"1968-11-01",1968-11-01,197.6,562.4,14.9356375281098,5.45,5.82,5.7,38.9808,3.4
"1968-12-01",1968-12-01,202.8,566.8,15.020019661037,5.96,6.02,6.03,39.1039,3.4
"1969-01-01",1969-01-01,203.8,569.3,15.0622107275006,6.14,6.3,6.04,39.3405,3.4
"1969-02-01",1969-02-01,197.3,571.9,15.1044017939641,6.12,6.61,6.19,39.5922,3.4
"1969-03-01",1969-03-01,197.8,574.4,15.2309749933549,6.02,6.79,6.3,39.9027,3.4
"1969-04-01",1969-04-01,201.5,575.7,15.3153571262821,6.11,7.41,6.17,39.7559,3.4
"1969-05-01",1969-05-01,197.4,576.5,15.3575481927457,6.04,8.67,6.32,39.6056,3.4
"1969-06-01",1969-06-01,200.2,578.5,15.4419303256728,6.44,8.9,6.57,39.9925,3.5
"1969-07-01",1969-07-01,201.2,579.5,15.5263124586,7,8.61,6.72,40.2037,3.5
"1969-08-01",1969-08-01,199.5,580.1,15.5685035250636,6.98,9.19,6.69,40.2961,3.5
"1969-09-01",1969-09-01,201.2,582.1,15.6528856579908,7.09,9.15,7.16,40.287,3.7
"1969-10-01",1969-10-01,202.9,583.4,15.737267790918,7,9,7.1,40.2988,3.7
"1969-11-01",1969-11-01,205,585.4,15.8216499238451,7.24,8.85,7.14,39.9189,3.5
"1969-12-01",1969-12-01,209.3,587.9,15.9060320567723,7.82,8.97,7.65,39.8118,3.5
"1970-01-01",1970-01-01,210.8,589.6,15.9904141896995,7.87,8.98,7.79,39.0746,3.9
"1970-02-01",1970-02-01,202,586.3,16.0747963226266,7.13,8.98,7.24,39.0488,4.2
"1970-03-01",1970-03-01,203.5,587.3,16.1591784555538,6.63,7.76,7.07,38.9981,4.4
"1970-04-01",1970-04-01,208.1,588.4,16.243560588481,6.51,8.1,7.39,38.8979,4.6
"1970-05-01",1970-05-01,204.3,591.5,16.2857516549446,6.84,7.94,7.91,38.8525,4.8
"1970-06-01",1970-06-01,206.9,595.2,16.3701337878718,6.68,7.6,7.84,38.7269,4.9
"1970-07-01",1970-07-01,208.1,599.1,16.4123248543353,6.45,7.21,7.46,38.8219,5
"1970-08-01",1970-08-01,208,604.9,16.4545159207989,6.41,6.61,7.53,38.7527,5.1
"1970-09-01",1970-09-01,210.8,611.2,16.5388980537261,6.12,6.29,7.39,38.4856,5.4
"1970-10-01",1970-10-01,212.3,616.4,16.6232801866533,5.91,6.2,7.33,37.7157,5.5
"1970-11-01",1970-11-01,214.5,621.1,16.7076623195804,5.28,5.6,6.84,37.4873,5.9
"1970-12-01",1970-12-01,220.1,626.5,16.7920444525076,4.87,4.9,6.39,38.3482,6.1
"1971-01-01",1971-01-01,220.4,632.9,16.8342355189712,4.44,4.14,6.24,38.6432,5.9
"1971-02-01",1971-02-01,214.3,641,16.8342355189712,3.7,3.72,6.11,38.5695,5.9
"1971-03-01",1971-03-01,216.4,649.9,16.8764265854348,3.38,3.71,5.7,38.5278,6
"1971-04-01",1971-04-01,221.4,658.4,16.9186176518984,3.86,4.15,5.83,38.7441,5.9
"1971-05-01",1971-05-01,218.8,666.7,17.0029997848256,4.14,4.63,6.39,38.9407,5.9
"1971-06-01",1971-06-01,222.9,673,17.0873819177527,4.75,4.91,6.52,39.104,5.9
"1971-07-01",1971-07-01,225.1,679.6,17.1295729842163,5.4,5.31,6.73,38.9905,6
"1971-08-01",1971-08-01,223.6,685.5,17.1717640506799,4.94,5.56,6.58,38.7642,6.1
"1971-09-01",1971-09-01,225.4,692.5,17.2139551171435,4.69,5.55,6.14,39.3942,6
"1971-10-01",1971-10-01,226.6,698.4,17.2561461836071,4.46,5.2,5.93,39.6891,5.8
"1971-11-01",1971-11-01,228.8,704.6,17.2983372500707,4.22,4.91,5.81,39.8576,6
"1971-12-01",1971-12-01,234.5,710.3,17.3405283165343,4.01,4.14,5.93,40.3177,6
"1972-01-01",1972-01-01,235,717.7,17.3827193829978,3.38,3.5,5.95,41.2876,5.8
"1972-02-01",1972-02-01,228.9,725.7,17.467101515925,3.2,3.29,6.08,41.6865,5.7
"1972-03-01",1972-03-01,231.7,733.5,17.467101515925,3.73,3.83,6.07,41.9746,5.8
"1972-04-01",1972-04-01,236.9,738.4,17.5092925823886,3.71,4.17,6.19,42.4183,5.7
"1972-05-01",1972-05-01,232.2,743.3,17.5514836488522,3.69,4.27,6.13,42.3963,5.7
"1972-06-01",1972-06-01,236.1,749.7,17.5936747153158,3.91,4.46,6.11,42.5166,5.7
"1972-07-01",1972-07-01,239.1,759.5,17.6358657817794,3.98,4.55,6.11,42.498,5.6
"1972-08-01",1972-08-01,238.7,768.7,17.678056848243,4.02,4.8,6.21,43.0629,5.6
"1972-09-01",1972-09-01,241.9,778.3,17.7624389811701,4.66,4.87,6.55,43.3918,5.5
"1972-10-01",1972-10-01,244.2,786.9,17.8046300476337,4.74,5.04,6.48,43.9718,5.6
"1972-11-01",1972-11-01,247.7,793.9,17.8890121805609,4.78,5.06,6.28,44.4919,5.3
"1972-12-01",1972-12-01,256.1,802.3,17.9312032470245,5.07,5.33,6.36,45.0015,5.2
"1973-01-01",1973-01-01,256.4,810.3,18.0155853799516,5.41,5.94,6.46,45.2942,4.9
"1973-02-01",1973-02-01,248.4,814.1,18.1421585793424,5.6,6.58,6.64,45.9656,5
"1973-03-01",1973-03-01,248.8,815.3,18.3109228451968,6.09,7.09,6.71,45.9872,4.9
"1973-04-01",1973-04-01,254,819.7,18.4374960445875,6.26,7.12,6.67,45.9237,5
"1973-05-01",1973-05-01,250.8,826.8,18.5218781775147,6.36,7.84,6.85,46.2192,4.9
"1973-06-01",1973-06-01,256.4,833.3,18.6484513769054,7.19,8.49,6.9,46.2509,4.9
"1973-07-01",1973-07-01,258.1,836.5,18.6484513769054,8.01,10.4,7.13,46.4421,4.8
"1973-08-01",1973-08-01,255.6,838.8,18.9859799086141,8.67,10.5,7.4,46.3648,4.8
"1973-09-01",1973-09-01,256.5,839.3,19.0703620415413,8.29,10.78,7.09,46.7803,4.8
"1973-10-01",1973-10-01,258.3,842.6,19.2391263073957,7.22,10.01,6.79,47.0954,4.6
"1973-11-01",1973-11-01,262.7,848.9,19.3656995067864,7.83,10.03,6.73,47.3445,4.8
"1973-12-01",1973-12-01,270.2,855.5,19.5344637726408,7.45,9.95,6.74,47.2315,4.9
"1974-01-01",1974-01-01,268.6,859.7,19.7454191049587,7.77,9.65,6.99,46.8994,5.1
"1974-02-01",1974-02-01,261.1,864.2,19.9563744372766,7.12,8.97,6.96,46.7538,5.2
"1974-03-01",1974-03-01,263.5,870.1,20.1673297695946,7.96,9.35,7.21,46.7685,5.1
"1974-04-01",1974-04-01,268.5,872.9,20.2939029689853,8.33,10.51,7.51,46.6069,5.1
"1974-05-01",1974-05-01,263.3,874.6,20.5048583013033,8.23,11.31,7.58,46.9743,5.1
"1974-06-01",1974-06-01,268.3,877.8,20.6736225671576,7.9,11.93,7.54,46.9233,5.4
"1974-07-01",1974-07-01,270.1,881.4,20.8001957665484,7.55,12.92,7.81,46.9464,5.5
"1974-08-01",1974-08-01,268.1,884.1,21.0533421653299,8.96,12.01,8.04,46.4907,5.5
"1974-09-01",1974-09-01,269.7,887.9,21.348679630575,8.06,11.34,8.04,46.5136,5.9
"1974-10-01",1974-10-01,271.7,893.3,21.5174438964294,7.46,10.06,7.9,46.3401,6
"1974-11-01",1974-11-01,275.7,898.6,21.7283992287473,7.47,9.45,7.68,44.8209,6.6
"1974-12-01",1974-12-01,281.8,902.1,21.8971634946016,7.15,8.53,7.43,43.234,7.2
"1975-01-01",1975-01-01,278.5,906.3,22.065927760456,6.26,7.13,7.5,42.6409,8.1
"1975-02-01",1975-02-01,269.9,914.1,22.1925009598468,5.5,6.24,7.39,41.6602,8.1
"1975-03-01",1975-03-01,272.9,925,22.2768830927739,5.49,5.54,7.73,41.2135,8.6
"1975-04-01",1975-04-01,277.7,935.1,22.3612652257011,5.61,5.49,8.23,41.246,8.8
"1975-05-01",1975-05-01,274.4,947.9,22.4034562921647,5.23,5.22,8.06,41.1515,9
"1975-06-01",1975-06-01,282.3,963,22.572220558019,5.34,5.55,7.86,41.4224,8.8
"1975-07-01",1975-07-01,284.4,975.1,22.783175890337,6.13,6.1,8.06,41.8234,8.6
"1975-08-01",1975-08-01,282.7,983.1,22.8675580232642,6.44,6.14,8.4,42.2573,8.4
"1975-09-01",1975-09-01,284.3,991.5,23.0363222891185,6.42,6.24,8.43,42.7796,8.4
"1975-10-01",1975-10-01,284.9,997.8,23.1628954885093,5.96,5.82,8.14,42.9687,8.4
"1975-11-01",1975-11-01,289.9,1006.9,23.3316597543636,5.48,5.22,8.05,43.0614,8.3
"1975-12-01",1975-12-01,295.3,1016.2,23.4582329537544,5.44,5.2,8,43.5973,8.2
"1976-01-01",1976-01-01,293.2,1026.6,23.5426150866815,4.87,4.87,7.74,44.2288,7.9
"1976-02-01",1976-02-01,285.3,1040.3,23.5848061531451,4.88,4.77,7.79,44.6725,7.7
"1976-03-01",1976-03-01,287.7,1050,23.6269972196087,5,4.84,7.73,44.7125,7.6
"1976-04-01",1976-04-01,296.1,1060.8,23.6691882860723,4.86,4.82,7.56,44.9643,7.7
"1976-05-01",1976-05-01,291.3,1072.1,23.7957614854631,5.2,5.29,7.9,45.1741,7.4
"1976-06-01",1976-06-01,295.6,1077.6,23.9223346848538,5.41,5.48,7.86,45.183,7.6
"1976-07-01",1976-07-01,298.4,1086.3,24.0489078842446,5.23,5.31,7.83,45.4535,7.8
"1976-08-01",1976-08-01,297.1,1098.7,24.1754810836353,5.14,5.29,7.77,45.7737,7.8
"1976-09-01",1976-09-01,298.6,1110.8,24.3020542830261,5.08,5.25,7.59,45.9031,7.6
"1976-10-01",1976-10-01,302.9,1125,24.4286274824169,4.92,5.02,7.41,45.9207,7.7
"1976-11-01",1976-11-01,305.7,1138.2,24.513009615344,4.75,4.95,7.29,46.5978,7.8
"1976-12-01",1976-12-01,314.5,1152,24.6395828147348,4.35,4.65,6.87,47.0854,7.8
"1977-01-01",1977-01-01,313.6,1165.2,24.7661560141256,4.62,4.61,7.21,46.8276,7.5
"1977-02-01",1977-02-01,304.9,1177.6,25.0193024129071,4.67,4.68,7.39,47.5417,7.6
"1977-03-01",1977-03-01,308.2,1188.5,25.1458756122978,4.6,4.69,7.46,48.131,7.4
"1977-04-01",1977-04-01,318.6,1199.6,25.3146398781522,4.54,4.73,7.37,48.5838,7.2
"1977-05-01",1977-05-01,311.6,1209,25.3990220110794,4.96,5.35,7.46,48.9891,7
"1977-06-01",1977-06-01,317.7,1217.8,25.5255952104701,5.02,5.39,7.28,49.3428,7.2
"1977-07-01",1977-07-01,322.2,1226.7,25.6521684098609,5.19,5.42,7.33,49.412,6.9
"1977-08-01",1977-08-01,320.2,1237,25.7787416092517,5.49,5.9,7.4,49.4259,7
"1977-09-01",1977-09-01,323.7,1246.2,25.8631237421788,5.81,6.14,7.34,49.6639,6.8
"1977-10-01",1977-10-01,327.9,1254,25.9896969415696,6.16,6.47,7.52,49.7592,6.8
"1977-11-01",1977-11-01,331.4,1262.4,26.1584612074239,6.1,6.51,7.58,49.8117,6.8
"1977-12-01",1977-12-01,340,1270.3,26.2850344068147,6.07,6.56,7.69,49.8949,6.4
"1978-01-01",1978-01-01,339.3,1279.7,26.453798672669,6.44,6.7,7.96,49.2066,6.4
"1978-02-01",1978-02-01,327.9,1285.5,26.5803718720598,6.45,6.78,8.03,49.4502,6.3
"1978-03-01",1978-03-01,330.8,1292.2,26.7491361379142,6.29,6.79,8.04,50.3928,6.3
"1978-04-01",1978-04-01,343.4,1300.4,26.9600914702321,6.29,6.89,8.15,51.4368,6.1
"1978-05-01",1978-05-01,338.2,1310.5,27.2132378690136,6.41,7.36,8.35,51.6276,6
"1978-06-01",1978-06-01,345.2,1318.5,27.4241932013315,6.73,7.6,8.46,51.9833,5.9
"1978-07-01",1978-07-01,349.5,1324.1,27.6351485336495,7.01,7.81,8.64,51.9592,6.2
"1978-08-01",1978-08-01,347.5,1333.5,27.8039127995038,7.08,8.04,8.41,52.1543,5.9
"1978-09-01",1978-09-01,352.7,1345,28.0570591982853,7.85,8.45,8.42,52.286,6
"1978-10-01",1978-10-01,354.9,1352.3,28.3102055970669,7.99,8.96,8.64,52.7054,5.8
"1978-11-01",1978-11-01,358.5,1359.1,28.4789698629212,8.64,9.76,8.81,53.1047,5.9
"1978-12-01",1978-12-01,367.9,1366,28.6477341287756,9.08,10.03,9.01,53.3886,6
"1979-01-01",1979-01-01,363.3,1371.6,28.9008805275571,9.35,10.07,9.1,53.0453,5.9
"1979-02-01",1979-02-01,351.7,1377.8,29.1962179928022,9.32,10.06,9.1,53.3303,5.9
"1979-03-01",1979-03-01,356.1,1387.8,29.4915554580473,9.48,10.09,9.12,53.4973,5.8
"1979-04-01",1979-04-01,371.3,1402.1,29.7868929232924,9.46,10.01,9.18,52.8938,5.8
"1979-05-01",1979-05-01,362.2,1410.2,30.1244214550011,9.61,10.24,9.25,53.3187,5.6
"1979-06-01",1979-06-01,371.9,1423,30.4619499867098,9.06,10.29,8.91,53.3157,5.7
"1979-07-01",1979-07-01,378.4,1434.8,30.7994785184185,9.24,10.47,8.95,53.2433,5.7
"1979-08-01",1979-08-01,376.9,1446.6,31.0948159836636,9.52,10.94,9.03,52.8899,6
"1979-09-01",1979-09-01,380.5,1454.1,31.3901534489087,10.26,11.43,9.33,52.9486,5.9
"1979-10-01",1979-10-01,382.6,1460.4,31.7276819806174,11.7,13.77,10.3,53.239,6
"1979-11-01",1979-11-01,384.4,1465.9,32.0652105123261,11.79,13.18,10.65,53.1918,5.9
"1979-12-01",1979-12-01,393.2,1473.7,32.4449301104984,12.04,13.78,10.39,53.2603,6
"1980-01-01",1980-01-01,390.4,1482.7,32.9090318415979,12,13.82,10.8,53.5037,6.3
"1980-02-01",1980-02-01,380.8,1494.6,33.3309425062337,12.86,14.13,12.41,53.5053,6.3
