date,m1,m3,p,rs,rff,rl,y,u
2000-02-01,1097.4,4669,71.72481299,5.55,5.73,6.52,94.4557,4.1
2000-03-01,1108.9,4699.8,72.14672365,5.69,5.85,6.26,94.798,4
2000-04-01,1125.7,4755.6,72.10453259,5.66,6.02,5.99,95.4808,3.8
2000-05-01,1100.4,4743.1,72.23110579,5.79,6.27,6.44,95.6435,4
2000-06-01,1101.8,4760.9,72.65301645,5.69,6.53,6.1,95.7353,4
2000-07-01,1102.8,4778.4,72.86397178,5.96,6.54,6.05,95.5906,4
2000-08-01,1094.5,4806.6,72.86397178,6.09,6.5,5.83,95.3112,4.1
2000-09-01,1088.8,4842.2,73.24369138,6,6.52,5.8,95.679,3.9
2000-10-01,1092.2,4858.2,73.37026458,6.11,6.51,5.74,95.397,3.9
2000-11-01,1092.1,4869,73.49683778,6.17,6.51,5.72,95.4229,3.9
2000-12-01,1111.7,4913.7,73.66560205,5.77,6.4,5.24,95.1573,3.9
2001-01-01,1100.4,4964.3,74.08751271,5.15,5.98,5.16,94.5448,4.2
2001-02-01,1089.8,5002.6,74.25627698,4.88,5.49,5.1,93.9398,4.2
2001-03-01,1111.2,5060.4,74.29846804,4.42,5.31,4.89,93.7201,4.3
2001-04-01,1126.7,5124.4,74.42504124,3.87,4.8,5.14,93.4469,4.4
2001-05-01,1114.7,5121.1,74.80476084,3.62,4.21,5.39,92.876,4.3
2001-06-01,1126.3,5161.3,74.97352511,3.49,3.97,5.28,92.3208,4.5
2001-07-01,1139.7,5191.3,74.84695191,3.51,3.77,5.24,91.7933,4.6
2001-08-01,1144.5,5225.2,74.84695191,3.36,3.65,4.97,91.6795,4.9
2001-09-01,1193.6,5336.3,75.14228937,2.64,3.07,4.73,91.3289,5
2001-10-01,1159.2,5324.9,74.93133404,2.16,2.49,4.57,90.9315,5.3
2001-11-01,1169,5368.5,74.88914297,1.87,2.09,4.65,90.486,5.5
2001-12-01,1208.5,5421.6,74.84695191,1.69,1.82,5.09,90.5073,5.7
2002-01-01,1191.8,5442,74.97352511,1.65,1.73,5.04,91.0794,5.7
2002-02-01,1178.3,5471.4,75.10009831,1.72,1.74,4.91,91.0553,5.7
2002-03-01,1196.8,5483.4,75.31105364,1.79,1.73,5.28,91.798,5.7
2002-04-01,1196.9,5483.5,75.64858217,1.71,1.75,5.21,92.1771,5.9
2002-05-01,1186,5509.4,75.7329643,1.73,1.75,5.16,92.5668,5.8
2002-06-01,1194.7,5534.3,75.77515537,1.7,1.75,4.93,93.4476,5.8
2002-07-01,1200.4,5576.9,75.94391963,1.68,1.73,4.65,93.2237,5.8
2002-08-01,1182.3,5619.4,76.15487497,1.62,1.74,4.26,93.2359,5.7
2002-09-01,1185.8,5643.7,76.28144817,1.63,1.75,3.87,93.3654,5.7
2002-10-01,1196.6,5688.3,76.45021243,1.58,1.75,3.94,93.0834,5.7
2002-11-01,1205.3,5738.4,76.57678563,1.23,1.34,4.05,93.5693,5.9
2002-12-01,1245.5,5759.7,76.70335883,1.19,1.24,4.03,93.1103,6
2003-01-01,1225.5,5792.3,77.04088736,1.17,1.24,4.05,93.8198,5.8
2003-02-01,1225.5,5828.5,77.46279803,1.17,1.26,3.9,93.9532,5.9
2003-03-01,1245.1,5849.3,77.58937123,1.13,1.25,3.81,93.7358,5.9
2003-04-01,1259.6,5886.5,77.29403376,1.13,1.26,3.96,93.0657,6
2003-05-01,1266.6,5946.6,77.16746056,1.07,1.26,3.57,93.0918,6.1
2003-06-01,1284.7,5983.3,77.25184269,0.92,1.22,3.33,93.2476,6.3
2003-07-01,1287.9,6030,77.50498909,0.9,1.01,3.98,93.6582,6.2
2003-08-01,1292.2,6088.2,77.84251763,0.95,1.03,4.45,93.5246,6.1
2003-09-01,1286.2,6060.1,78.09566402,0.94,1.01,4.27,94.0751,6.1
2003-10-01,1288.8,6050.9,78.01128189,0.92,1.01,4.29,94.2079,6
2003-11-01,1293.9,6056.1,78.05347296,0.93,1,4.3,94.9338,5.8
2003-12-01,1332.5,6054.2,78.26442829,0.9,0.98,4.27,94.8662,5.7
2004-01-01,1301.8,6062.7,78.60195682,0.88,1,4.15,95.1085,5.7
2004-02-01,1306.7,6101.6,78.77072109,0.93,1.01,4.08,95.6847,5.6
2004-03-01,1337.9,6137.4,78.93948535,0.94,1,3.83,95.2088,5.8
2004-04-01,1343.2,6178.4,79.06605855,0.94,1,4.35,95.6385,5.6
2004-05-01,1333.4,6255,79.40358708,1.02,1,4.72,96.3966,5.6
2004-06-01,1347.7,6257.3,79.69892455,1.27,1.03,4.73,95.6019,5.6
2004-07-01,1338.8,6271,79.78330668,1.33,1.26,4.5,96.3385,5.5
2004-08-01,1352.6,6297.1,79.82549775,1.48,1.43,4.28,96.4095,5.4
2004-09-01,1349.1,6331.7,80.07864415,1.65,1.61,4.13,96.4907,5.4
2004-10-01,1351.4,6359.9,80.50055481,1.76,1.76,4.1,97.4094,5.5
2004-11-01,1371,6386.4,80.88027441,2.07,1.93,4.19,97.6137,5.4
2004-12-01,1401.5,6405,80.88027441,2.19,2.16,4.23,98.3318,5.4
2005-01-01,1361.5,6411.2,80.83808334,2.33,2.28,4.22,98.7845,5.3
2005-02-01,1355,6419.6,81.17561188,2.54,2.5,4.17,99.4639,5.4
2005-03-01,1381.7,6428.6,81.47094934,2.74,2.63,4.5,99.3061,5.2
2005-04-01,1369.4,6442.6,81.72409574,2.78,2.79,4.34,99.4734,5.2
2005-05-01,1369.5,6459.9,81.68190467,2.84,3,4.14,99.6033,5.1
2005-06-01,1384.3,6492.3,81.72409574,2.97,3.04,4,99.9853,5
2005-07-01,1365.4,6523.9,82.23038854,3.22,3.26,4.18,99.6692,5
2005-08-01,1376.9,6556.6,82.73668134,3.44,3.5,4.26,99.9435,4.9
2005-09-01,1363.5,6590.7,83.87584013,3.42,3.62,4.2,98.0779,5
2005-10-01,1365.4,6624.7,84.00241333,3.71,3.78,4.46,99.3149,5
2005-11-01,1373.6,6641.2,83.58050266,3.88,4,4.54,100.3216,5
2005-12-01,1397.2,6668,83.58050266,3.89,4.16,4.47,100.9437,4.9
2006-01-01,1375.5,6710.5,84.08679546,4.24,4.29,4.42,101.0627,4.7
2006-02-01,1362,6734.8,84.12898653,4.43,4.49,4.57,101.0669,4.8
2006-03-01,1394.7,6749.3,84.25555973,4.51,4.59,4.72,101.2751,4.7
2006-04-01,1393.6,6786.4,84.67747039,4.6,4.79,4.99,101.6813,4.7
2006-05-01,1392.1,6793,84.93061679,4.72,4.94,5.11,101.579,4.6
2006-06-01,1379,6831,85.14157212,4.79,4.99,5.11,101.9693,4.6
2006-07-01,1368.6,6872.5,85.60567385,4.95,5.24,5.09,101.9319,4.7
2006-08-01,1370.6,6903.3,85.98539345,4.96,5.25,4.88,102.3327,4.7
2006-09-01,1347.4,6930.5,85.56348279,4.81,5.25,4.72,102.1252,4.5
2006-10-01,1360.3,6979.5,85.18376319,4.92,5.25,4.73,102.0668,4.4
2006-11-01,1368.5,7014.3,85.22595426,4.94,5.25,4.6,101.9688,4.5
2006-12-01,1387.7,7057.5,85.69005599,4.85,5.24,4.56,103.0292,4.4
2007-01-01,1369,7095.5,85.83223988,4.98,5.25,4.76,102.4933,4.6
2007-02-01,1347.5,7111.3,86.1651274,5.03,5.26,4.72,103.5264,4.5
2007-03-01,1378.4,7145.1,86.61319652,4.94,5.26,4.56,103.7521,4.4
2007-04-01,1392.3,7217.4,86.87309349,4.87,5.25,4.69,104.4814,4.5
2007-05-01,1385.6,7231,87.23213947,4.73,5.25,4.75,104.5322,4.4
2007-06-01,1370.8,7264.2,87.43423468,4.61,5.25,5.1,104.5617,4.6
2007-07-01,1368.6,7294.5,87.58991971,4.82,5.26,5,104.5227,4.7
2007-08-01,1372.8,7370.9,87.61692199,4.2,5.02,4.67,104.7556,4.6
2007-09-01,1356.3,7389.2,87.98820338,3.89,4.94,4.52,105.1611,4.7
2007-10-01,1369.4,7402.8,88.25949194,3.9,4.76,4.53,104.7171,4.7
2007-11-01,1370.5,7427.8,88.95311307,3.27,4.49,4.15,105.3338,4.7
2007-12-01,1394.9,7458,89.21090048,3,4.24,4.1,105.3457,5
2008-01-01,1375.9,7491.8,89.51847336,2.75,3.94,3.74,105.0619,5
2008-02-01,1365.9,7576.5,89.73491353,2.12,2.98,3.74,104.7094,4.9
2008-03-01,1401.1,7642.5,90.05598755,1.26,2.61,3.51,104.4616,5.1
2008-04-01,1406.6,7685.2,90.26441141,1.29,2.28,3.68,103.6704,5
2008-05-01,1396.5,7697.1,90.79855031,1.73,1.98,3.88,103.0863,5.4
2008-06-01,1407.3,7714.6,91.74995886,1.86,2,4.1,102.8445,5.6
2008-07-01,1417.7,7761,92.40518613,1.63,2.01,4.01,102.3002,5.8
2008-08-01,1401.3,7776,92.26764325,1.72,2,3.89,100.7353,6.1
2008-09-01,1441.5,7845.9,92.34654054,1.13,1.81,3.69,96.3666,6.1
2008-10-01,1462.6,7954,91.55250467,0.67,0.97,3.81,97.2832,6.5
2008-11-01,1513.7,8004.6,89.9315239,0.19,0.39,3.53,96.0605,6.8
2008-12-01,1632.3,8181,89.19107068,0.03,0.16,2.42,93.2521,7.3
2009-01-01,1580.7,8262.4,89.41679289,0.13,0.15,2.52,91.0373,7.8
2009-02-01,1552,8291.6,89.74250792,0.3,0.22,2.87,90.4502,8.3
2009-03-01,1594.9,8357.6,89.65390668,0.21,0.18,2.82,89.016,8.7
2009-04-01,1627.7,8360.7,89.74419556,0.16,0.15,2.93,88.3056,9
2009-05-01,1617.9,8418.2,89.8762536,0.18,0.18,3.29,87.4155,9.4
2009-06-01,1661.7,8427.8,90.62219166,0.18,0.21,3.72,87.0742,9.5
2009-07-01,1657.7,8432.5,90.59518937,0.18,0.16,3.56,88.0323,9.5
2009-08-01,1651.3,8432.2,90.89854314,0.17,0.16,3.59,89.019,9.6
2009-09-01,1641,8431.5,91.07405798,0.12,0.15,3.4,89.6926,9.8
2009-10-01,1664.3,8458.3,91.34745609,0.07,0.12,3.39,89.9797,10
2009-11-01,1683.1,8488.4,91.65334132,0.05,0.12,3.4,90.3375,9.9
2009-12-01,1724.4,8483.4,91.70101723,0.05,0.12,3.59,90.6132,9.9
2010-01-01,1674.2,8445.7,91.76050663,0.06,0.11,3.73,91.6642,9.8
2010-02-01,1685.2,8495.3,91.67317112,0.11,0.13,3.69,91.994,9.8
2010-03-01,1729.5,8492.4,91.70354869,0.15,0.16,3.73,92.5993,9.9
2010-04-01,1716,8522.8,91.72464422,0.16,0.2,3.85,92.9436,9.9
2010-05-01,1708.2,8577.5,91.67696832,0.16,0.2,3.42,94.2997,9.6
2010-06-01,1732.3,8596.6,91.63857445,0.12,0.18,3.2,94.4397,9.4
2010-07-01,1718.4,8606.2,91.80987018,0.16,0.18,3.01,94.8536,9.4
2010-08-01,1739.6,8656.5,91.94403777,0.16,0.19,2.7,95.1448,9.5
2010-09-01,1741.4,8687.7,92.09255032,0.15,0.19,2.65,95.3637,9.5
2010-10-01,1767.4,8736.7,92.41320243,0.13,0.19,2.54,95.1109,9.4
2010-11-01,1828.7,8757.4,92.64736285,0.14,0.19,2.76,95.1383,9.8
2010-12-01,1871.4,8789.3,93.01948805,0.14,0.18,3.29,96.0599,9.3
2011-01-01,1855.6,8825.9,93.32115418,0.15,0.17,3.39,95.9364,9.1
2011-02-01,1858.7,8871.4,93.62113266,0.13,0.16,3.58,95.5154,9
2011-03-01,1909.4,8915.7,94.1054861,0.1,0.14,3.41,96.4643,9
2011-04-01,1918,8977.9,94.54722657,0.06,0.1,3.46,96.1187,9.1
2011-05-01,1934.2,9029.2,94.84804887,0.04,0.09,3.17,96.3377,9
2011-06-01,1954.1,9113.4,94.84804887,0.04,0.09,3,96.6154,9.1
2011-07-01,1994.5,9301.4,95.09655426,0.04,0.07,3,97.1292,9
2011-08-01,2101.9,9515.1,95.39653274,0.02,0.1,2.3,97.6731,9
2011-09-01,2099.1,9539.7,95.60369087,0.01,0.08,1.98,97.6494,9
2011-10-01,2128.1,9571.3,95.66824321,0.02,0.07,2.15,98.3222,8.8
2011-11-01,2164.4,9612.3,95.84502377,0.01,0.08,2.01,98.2433,8.6
2011-12-01,2208.1,9651.1,95.86780695,0.01,0.07,1.98,98.7876,8.5
2012-01-01,2209.2,9730.3,96.12896965,0.03,0.08,1.97,99.3925,8.3
2012-02-01,2194.5,9773.1,96.33444015,0.09,0.1,1.97,99.6203,8.3
2012-03-01,2246,9817.8,96.53611344,0.08,0.13,2.17,99.1551,8.2
2012-04-01,2268.6,9872.1,96.6964395,0.08,0.14,2.05,99.9006,8.2
2012-05-01,2248.4,9903.8,96.49645384,0.09,0.16,1.8,100.0924,8.2
2012-06-01,2271,9973.6,96.41671273,0.09,0.16,1.62,100.0728,8.2
2012-07-01,2314.6,10046.8,96.44455883,0.1,0.16,1.53,100.3354,8.2
2012-08-01,2334.6,10117.9,97.00485619,0.1,0.13,1.68,99.856,8.1
2012-09-01,2358,10200.2,97.46769219,0.11,0.14,1.72,99.9049,7.8
2012-10-01,2416.2,10261.3,97.73054253,0.1,0.16,1.75,100.1167,7.8
2012-11-01,2415.2,10319.9,97.56641929,0.09,0.16,1.65,100.5991,7.7
2012-12-01,2509.7,10445.7,97.55460579,0.07,0.16,1.72,100.9542,7.9
2013-01-01,2481.3,10471.2,97.74784087,0.07,0.14,1.91,100.8204,8
2013-02-01,2455.7,10468.2,98.27860449,0.1,0.15,1.98,101.3995,7.7
2013-03-01,2497.2,10539.7,98.002253,0.09,0.14,1.96,101.8114,7.5
2013-04-01,2542.3,10575.1,97.79762633,0.06,0.15,1.76,101.6364,7.6
2013-05-01,2518.5,10611.3,97.83812975,0.04,0.11,1.93,101.7476,7.5
2013-06-01,2523.5,10665.9,98.07102444,0.05,0.09,2.3,101.9549,7.5
2013-07-01,2543.7,10721.9,98.26299379,0.04,0.09,2.58,101.5204,7.3
2013-08-01,2537.4,10780.4,98.49757612,0.04,0.08,2.74,102.1907,7.2
2013-09-01,2555.8,10832.6,98.53470426,0.02,0.08,2.81,102.717,7.2
2013-10-01,2618.4,10945.2,98.58744309,0.05,0.09,2.62,102.5371,7.2
2013-11-01,2607.2,10953,98.76928659,0.07,0.08,2.72,102.8379,6.9
2013-12-01,2715.7,11015,99.03044929,0.07,0.09,2.9,103.1504,6.7
2014-01-01,2701.7,11065.6,99.27051646,0.04,0.07,2.86,102.7216,6.6
2014-02-01,2706.2,11148.7,99.37979132,0.05,0.07,2.71,103.5917,6.7
2014-03-01,2773.3,11190.3,99.58273035,0.05,0.08,2.72,104.5889,6.7
2014-04-01,2809.6,11246.5,99.76837105,0.03,0.09,2.71,104.6371,6.2
2014-05-01,2782.2,11314.8,99.95823084,0.03,0.09,2.56,105.0152,6.3
2014-06-01,2824.8,11367.1,100.0902889,0.04,0.1,2.6,105.4081,6.1
2014-07-01,2841.2,11428.4,100.202939,0.03,0.09,2.54,105.6157,6.2
2014-08-01,2790.2,11457.6,100.1869064,0.03,0.09,2.42,105.4986,6.1
2014-09-01,2834.6,11492,100.1940789,0.02,0.09,2.53,105.8138,5.9
2014-10-01,2865,11551.4,100.1742491,0.02,0.09,2.3,105.8357,5.7
2014-11-01,2861.1,11590.6,99.98565504,0.02,0.09,2.33,106.6634,5.8
2014-12-01,2992,11668,99.67723834,0.03,0.12,2.21,106.5085,5.6
2015-01-01,2941.1,11732.1,99.03002738,0.03,0.11,1.88,105.9806,5.7
2015-02-01,2979.6,11852.5,99.24857711,0.02,0.11,1.98,105.4425,5.5
2015-03-01,3023.9,11869.4,99.57302641,0.03,0.11,2.04,105.1464,5.4
2015-04-01,3035.4,11916.6,99.63673492,0.02,0.12,1.94,104.5272,5.4
2015-05-01,2975.9,11949.3,99.98185784,0.02,0.12,2.2,104.0742,5.6
2015-06-01,3020.7,11994.6,100.2814144,0.02,0.13,2.36,103.7174,5.3
2015-07-01,3038.4,12046.6,100.4370994,0.03,0.13,2.32,104.3243,5.2
2015-08-01,3022.3,12097.6,100.4265517,0.07,0.14,2.17,104.1621,5.1
2015-09-01,3016.3,12153.1,100.2063143,0.02,0.14,2.17,103.7768,5
2015-10-01,3011.9,12185,100.3223397,0.02,0.12,2.07,103.3976,5
2015-11-01,3056.2,12274.2,100.4214888,0.12,0.12,2.26,102.6866,5.1
2015-12-01,3141.1,12330.1,100.3375285,0.23,0.24,2.24,102.1014,5
2016-01-01,3094,12458,100.3442791,0.26,0.34,2.09,102.9525,4.9
2016-02-01,3096.6,12534.3,100.1907036,0.31,0.38,1.78,102.2225,4.9
2016-03-01,3179.8,12597.9,100.4307708,0.29,0.36,1.89,101.4155,5
2016-04-01,3234.5,12687.2,100.7636583,0.23,0.37,1.81,101.5167,5
2016-05-01,3234.8,12756,101.0324154,0.27,0.37,1.81,101.4298,4.8
2016-06-01,3247,12823.6,101.3290186,0.27,0.38,1.64,101.8747,4.9
2016-07-01,3244.7,12882.3,101.3218461,0.3,0.39,1.5,102.1325,4.8
2016-08-01,3319,12969.7,101.5125497,0.3,0.4,1.56,102.0407,4.9
2016-09-01,3296.4,13030.7,101.7019876,0.29,0.4,1.63,102.0477,5
2016-10-01,3327.7,13099.3,101.9720104,0.33,0.4,1.76,102.2485,4.9
2016-11-01,3328.6,13169.6,102.1146163,0.45,0.41,2.14,102.0507,4.7
2016-12-01,3384.1,13198.9,102.4280959,0.51,0.54,2.49,102.9281,4.7
2017-01-01,3388.7,13275.4,102.8533818,0.51,0.65,2.43,103.0366,4.7
2017-02-01,3358.1,13341.1,102.9297477,0.52,0.66,2.42,102.6479,4.6
2017-03-01,3477.3,13411.4,102.8403026,0.74,0.79,2.48,103.343,4.4
2017-04-01,3489.1,13476.8,102.9677196,0.8,0.9,2.3,104.2721,4.4
2017-05-01,3517.2,13530.5,102.9301696,0.89,0.91,2.3,104.4129,4.4
2017-06-01,3527.8,13558.1,103.0229899,0.98,1.04,2.19,104.5849,4.3
2017-07-01,3548.3,13618.2,103.1107473,1.07,1.15,2.32,104.5427,4.3
2017-08-01,3588.6,13673.7,103.4934203,1.01,1.16,2.21,104.0475,4.4
2017-09-01,3542.3,13716.4,103.9663822,1.03,1.15,2.2,104.0502,4.2
2017-10-01,3601.7,13768.9,104.0376851,1.07,1.15,2.36,105.6287,4.1
2017-11-01,3603.5,13793.9,104.3520085,1.23,1.16,2.35,106.193,4.2
2017-12-01,3653,13835.6,104.5920757,1.32,1.3,2.4,106.536,4.1
2018-01-01,3652.7,13858.3,105.0068139,1.41,1.41,2.58,106.2655,4.1
2018-02-01,3566.9,13892.8,105.2114405,1.57,1.42,2.86,106.6419,4.1
2018-03-01,3689.1,13952.6,105.265867,1.7,1.51,2.84,107.2519,4
2018-04-01,3698.9,13989.1,105.4591021,1.76,1.69,2.87,108.2223,4
2018-05-01,3656.3,14054.9,105.7502204,1.86,1.7,2.98,107.3639,3.8
2018-06-01,3654.8,14120,105.9561129,1.9,1.82,2.91,108.1707,4
2018-07-01,3678,14153,106.1514575,1.96,1.91,2.89,108.652,3.8
2018-08-01,3686.2,14197,106.2704363,2.03,1.91,2.89,109.5246,3.8
2018-09-01,3671.6,14228.5,106.3257066,2.13,1.95,3,109.6749,3.7
2018-10-01,3718.5,14235.4,106.6564846,2.25,2.19,3.15,109.9165,3.8
2018-11-01,3676.6,14245.4,106.6421396,2.33,2.2,3.12,110.5067,3.7
2018-12-01,3796.9,14351.7,106.6265289,2.37,2.27,2.83,110.5516,3.9
2019-01-01,3745.5,14434.6,106.6054334,2.37,2.4,2.71,110.1185,4
2019-02-01,3702.1,14464.4,106.7910741,2.39,2.4,2.68,109.5631,3.8
2019-03-01,3754,14511.8,107.2277516,2.4,2.41,2.57,109.6811,3.8
2019-04-01,3819.9,14558.3,107.5694992,2.38,2.42,2.53,108.9888,3.6
2019-05-01,3787.8,14653.2,107.6526156,2.35,2.39,2.4,109.2264,3.6
2019-06-01,3828.2,14780.7,107.7159022,2.17,2.38,2.07,109.2774,3.7
2019-07-01,3860.8,14860.8,108.0770578,2.1,2.4,2.06,109.0852,3.7
2019-08-01,3847.3,14933.7,108.1357033,1.95,2.13,1.63,109.8543,3.7
2019-09-01,3874.7,15024.9,108.1601742,1.89,2.04,1.7,109.48,3.5
2019-10-01,3922.2,15154.6,108.5453786,1.65,1.83,1.71,109.0086,3.6
